title,Genres,original,type,streaming,runtime,action,sports,thrillers_horror,comedy,romantic,drama,others,misc,travel_life,spiritual,documentary_edu,music,military_political,kids,anime,mystery,popular,game,fantasy,regional,country,title2
Ashes of Love,"['tv', 'sci-fi', '&', 'fantasy', 'tv', 'dramas', 'romantic', 'tv', 'dramas', 'chinese', 'tv', 'shows', 'fantasy', 'tv', 'shows', 'tv', 'shows', 'based', 'on', 'books', 'romantic', 'fantasy', 'tv']",False,TV,Netflix,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,chinese,ashes of love
Ask the Doctor,"['science', '&', 'nature', 'docs', 'docuseries', 'australian', 'tv', 'shows', 'science', '&', 'nature', 'tv', 'lifestyle']",True,TV,Netflix,,,,,,,,,1.0,,,,,,1.0,,,,,,,australian,ask the doctor
Ask the StoryBots,"['education', 'for', 'kids', 'tv', 'cartoons', ""kids'"", 'tv', 'shows', 'movies', '&', 'tv', 'for', 'kids']",True,TV,Netflix,,,,,1.0,,,,1.0,,,,,,,,,,,,,,ask the storybots
Astronomy Club: The Sketch Show,"['tv', 'comedies']",True,TV,Netflix,,,,,,,,,1.0,,,,,,,,,,,,1.0,,astronomy club: the sketch show
At the Dolphin Bay,"['chinese', 'tv', 'shows', 'taiwanese', 'tv', 'shows']",False,TV,Netflix,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,"taiwanese', 'chinese",at the dolphin bay
Atelier,"['tv', 'dramas', 'japanese', 'tv', 'shows']",True,TV,Netflix,,,,,1.0,,,1.0,1.0,,,,,,1.0,1.0,,,,1.0,,japanese,atelier
Atomic Puppet,"['tv', 'animated', 'comedies', 'tv', 'comedies', 'tv', 'cartoons', ""kids'"", 'tv', 'shows', 'comic', 'book', '&', 'superhero', 'tv', 'movies', '&', 'tv', 'for', 'kids']",False,TV,Netflix,,1.0,,,,,,,1.0,,,,,,,1.0,,,,1.0,1.0,,atomic puppet
Attack on Titan,"['action', 'anime', 'anime', 'series', 'anime', 'fantasy', 'anime', 'japanese', 'tv', 'shows', 'shounen', 'anime', 'tv', 'shows', 'based', 'on', 'manga']",False,TV,Netflix,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,japanese,attack on titan
Atypical,"['tv', 'comedies', 'tv', 'dramas', 'teen', 'tv', 'shows']",True,TV,Netflix,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,atypical
Aussie Gold Hunters,"['reality', 'tv', 'shows', 'australian', 'tv', 'shows']",False,TV,Netflix,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,australian,aussie gold hunters
Awake: The Million Dollar Game,"['reality', 'tv', 'shows', 'competition', 'reality', 'tv', 'movies', '&', 'tv', 'for', 'kids', 'family', 'watch', 'together', 'tv']",True,TV,Netflix,,1.0,,1.0,,,,,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,awake: the million dollar game
Away From Home,"['tv', 'dramas', 'malaysian', 'tv', 'shows']",False,TV,Netflix,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,1.0,malaysian,away from home
B: The Beginning,"['action', 'anime', 'anime', 'series', 'anime', 'fantasy', 'anime', 'japanese', 'tv', 'shows', 'mystery', '&', 'thriller', 'anime']",True,TV,Netflix,,,,,,,1.0,,1.0,,,,,,,1.0,,,,1.0,1.0,japanese,b: the beginning
BAKI,"['action', 'anime', 'anime', 'series', 'anime', 'japanese', 'tv', 'shows', 'shounen', 'anime', 'tv', 'shows', 'based', 'on', 'manga']",True,TV,Netflix,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,japanese,baki
BEASTARS,"['drama', 'anime', 'anime', 'series', 'anime', 'fantasy', 'anime', 'japanese', 'tv', 'shows', 'shounen', 'anime', 'tv', 'shows', 'based', 'on', 'manga']",True,TV,Netflix,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,japanese,beastars
BONDING,"['tv', 'comedies', 'tv', 'dramas', 'lgbtq', 'tv', 'shows']",True,TV,Netflix,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,bonding
Babies,"['social', '&', 'cultural', 'docs', 'docuseries', 'science', '&', 'nature', 'tv']",True,TV,Netflix,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,babies
Baby,"['tv', 'dramas', 'teen', 'tv', 'shows', 'italian', 'tv', 'shows']",True,TV,Netflix,,,,1.0,,,1.0,,1.0,,,,,1.0,,,,,,,1.0,italian,baby
Baby Ballroom,"['reality', 'tv', 'shows', 'competition', 'reality', 'tv', 'british', 'tv', 'shows']",True,TV,Netflix,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,1.0,british,baby ballroom
Babylon Berlin,"['tv', 'dramas', 'political', 'tv', 'shows', 'crime', 'tv', 'dramas', 'german', 'tv', 'shows', 'tv', 'thrillers', 'tv', 'shows', 'based', 'on', 'books']",True,TV,Netflix,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,german,babylon berlin
Back Street Girls -GOKUDOLS-,"['anime', 'series', 'anime', 'comedy', 'anime', 'japanese', 'tv', 'shows', 'tv', 'shows', 'based', 'on', 'manga']",True,TV,Netflix,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,japanese,back street girls -gokudols-
Back to 1989,"['tv', 'comedies', 'romantic', 'tv', 'comedies', 'chinese', 'tv', 'shows', 'taiwanese', 'tv', 'shows']",False,TV,Netflix,,,,,,,1.0,,1.0,,,,,,,,,,,,,"taiwanese', 'chinese",back to 1989
Back with the Ex,"['reality', 'tv', 'shows', 'competition', 'reality', 'tv', 'wedding', '&', 'romance', 'reality', 'tv', 'australian', 'tv', 'shows']",True,TV,Netflix,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,australian,back with the ex
Bad Blood,"['tv', 'dramas', 'crime', 'tv', 'dramas', 'tv', 'shows', 'based', 'on', 'books']",True,TV,Netflix,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,bad blood
Bad Education,"['sitcoms', 'tv', 'comedies', 'british', 'tv', 'shows']",False,TV,Netflix,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,1.0,british,bad education
Bad Guys,"['tv', 'action', '&', 'adventure', 'korean', 'tv', 'shows', 'tv', 'thrillers']",False,TV,Netflix,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,korean,bad guys
Bad Guys: Vile City,"['tv', 'action', '&', 'adventure', 'tv', 'dramas', 'crime', 'tv', 'dramas', 'korean', 'tv', 'shows', 'tv', 'thrillers']",True,TV,Netflix,,1.0,,,,,,,1.0,,,,,,1.0,1.0,,,,,1.0,korean,bad guys: vile city
Badalte Rishton Ki Dastaan,"['tv', 'dramas', 'indian', 'tv', 'shows', 'hindi-language', 'tv', 'shows']",False,TV,Netflix,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,1.0,"hindi-language', 'indian",badalte rishton ki dastaan
Bakugan: Battle Planet,"['action', 'anime', 'anime', 'series', 'anime', ""kids'"", 'tv', 'shows', 'japanese', 'tv', 'shows', 'adventures', 'movies', '&', 'tv', 'for', 'kids']",False,TV,Netflix,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,1.0,japanese,bakugan: battle planet
Bal Ganesh,"['tv', 'cartoons', ""kids'"", 'tv', 'shows', 'indian', 'tv', 'shows', 'adventures', 'movies', '&', 'tv', 'for', 'kids', 'hindi-language', 'tv', 'shows']",False,TV,Netflix,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,"hindi-language', 'indian",bal ganesh
Bala Loca,"['tv', 'dramas', 'political', 'tv', 'shows', 'latin', 'american', 'tv', 'shows', 'chilean', 'tv', 'shows', 'social', 'issue', 'tv', 'dramas']",False,TV,Netflix,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,"latin', 'american', 'chilean",bala loca
Bangkok Bachelors,"['tv', 'comedies', 'romantic', 'tv', 'comedies', 'thai', 'tv', 'shows']",False,TV,Netflix,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,thai,bangkok bachelors
Bangkok Buddies,"['tv', 'comedies', 'tv', 'dramas', 'thai', 'tv', 'shows']",False,TV,Netflix,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,thai,bangkok buddies
Bangkok Love Stories: Hey You!,"['tv', 'dramas', 'romantic', 'tv', 'dramas', 'thai', 'tv', 'shows']",True,TV,Netflix,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,thai,bangkok love stories: hey you!
Bangkok Love Stories: Innocence,"['tv', 'dramas', 'romantic', 'tv', 'dramas', 'lgbtq', 'tv', 'shows', 'thai', 'tv', 'shows']",True,TV,Netflix,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,thai,bangkok love stories: innocence
Bangkok Love Stories: Objects of Affection,"['tv', 'dramas', 'romantic', 'tv', 'dramas', 'thai', 'tv', 'shows']",True,TV,Netflix,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,thai,bangkok love stories: objects of affection
Bangkok Love Stories: Plead,"['tv', 'dramas', 'romantic', 'tv', 'dramas', 'thai', 'tv', 'shows']",True,TV,Netflix,,,,,,,,,1.0,,,,,,1.0,,,,,,,thai,bangkok love stories: plead
Barbie Dreamhouse Adventures,"['tv', 'cartoons', ""kids'"", 'tv', 'shows', 'adventures', 'movies', '&', 'tv', 'for', 'kids']",False,TV,Netflix,,,,,1.0,,,,1.0,,,,,,1.0,1.0,,,,,,,barbie dreamhouse adventures
Barbie Dreamhouse Adventures: Go Team Roberts,"['tv', 'cartoons', ""kids'"", 'tv', 'shows', 'movies', '&', 'tv', 'for', 'kids']",False,TV,Netflix,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,1.0,,barbie dreamhouse adventures: go team roberts
Barbie Life in the Dreamhouse,"['tv', 'animated', 'comedies', 'tv', 'comedies', 'tv', 'cartoons', ""kids'"", 'tv', 'shows', 'movies', '&', 'tv', 'for', 'kids']",False,TV,Netflix,,,1.0,,,,1.0,,1.0,,,1.0,,,,,,,,,,,barbie life in the dreamhouse
Bard of Blood,"['tv', 'action', '&', 'adventure', 'tv', 'dramas', 'indian', 'tv', 'shows', 'hindi-language', 'tv', 'shows', 'tv', 'thrillers', 'tv', 'shows', 'based', 'on', 'books']",True,TV,Netflix,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,"hindi-language', 'indian",bard of blood
Basketball or Nothing,"['sports', 'documentaries', 'sports', '&', 'fitness', 'reality', 'tv', 'shows', 'docuseries', 'competition', 'reality', 'tv']",True,TV,Netflix,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,basketball or nothing
Bates Motel,"['tv', 'dramas', 'tv', 'horror', 'tv', 'shows', 'based', 'on', 'books']",False,TV,Netflix,,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,1.0,,bates motel
Battle Creek,"['tv', 'comedies', 'tv', 'dramas', 'crime', 'tv', 'dramas']",False,TV,Netflix,,1.0,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,battle creek
Battlefield Recovery,"['science', '&', 'nature', 'docs', 'military', 'documentaries', 'docuseries', 'british', 'tv', 'shows', 'science', '&', 'nature', 'tv']",False,TV,Netflix,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,british,battlefield recovery
Battlefish,"['reality', 'tv', 'shows', 'tv', 'action', '&', 'adventure', 'science', '&', 'nature', 'tv']",True,TV,Netflix,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,battlefish
Be with Me,"['tv', 'dramas', 'romantic', 'tv', 'dramas', 'chinese', 'tv', 'shows', 'taiwanese', 'tv', 'shows']",False,TV,Netflix,,1.0,,,,,1.0,,1.0,,,,1.0,,1.0,,,,,,,"taiwanese', 'chinese",be with me
Be with You,"['tv', 'dramas', 'romantic', 'tv', 'dramas', 'chinese', 'tv', 'shows', 'taiwanese', 'tv', 'shows']",False,TV,Netflix,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,"taiwanese', 'chinese",be with you
Beat Bugs,"['animal', 'tales', 'education', 'for', 'kids', 'tv', 'cartoons', ""kids'"", 'tv', 'shows', 'kids', 'music', 'adventures', 'movies', '&', 'tv', 'for', 'kids']",True,TV,Netflix,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,beat bugs
Beating Again,"['tv', 'dramas', 'romantic', 'tv', 'dramas', 'korean', 'tv', 'shows']",False,TV,Netflix,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,1.0,korean,beating again
Beauty & the Beast,"['tv', 'sci-fi', '&', 'fantasy', 'tv', 'dramas', 'crime', 'tv', 'dramas', 'romantic', 'tv', 'dramas', 'tv', 'thrillers', 'sci-fi', 'tv']",False,TV,Netflix,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,,beauty & the beast
Beauty and the Bitches,"['tv', 'comedies', 'tv', 'dramas', 'romantic', 'tv', 'comedies', 'romantic', 'tv', 'dramas', 'thai', 'tv', 'shows']",False,TV,Netflix,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,1.0,thai,beauty and the bitches
Because This Is My First Life,"['tv', 'comedies', 'romantic', 'tv', 'comedies', 'korean', 'tv', 'shows']",False,TV,Netflix,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,1.0,korean,because this is my first life
Becoming Champions,"['sports', 'documentaries', 'sports', '&', 'fitness', 'docuseries', 'mexican', 'tv', 'shows', 'latin', 'american', 'tv', 'shows']",False,TV,Netflix,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,"mexican', 'latin', 'american",becoming champions
Behind Enemy Lines,"['military', 'documentaries', 'historical', 'documentaries', 'docuseries', 'british', 'tv', 'shows']",False,TV,Netflix,,,,,,,1.0,,1.0,,,,,,,,,,,,,british,behind enemy lines
Behind the Newsroom,"['tv', 'dramas', 'romantic', 'tv', 'dramas', 'thai', 'tv', 'shows']",False,TV,Netflix,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,thai,behind the newsroom
Behzat Ç.,"['tv', 'dramas', 'crime', 'tv', 'dramas', 'tv', 'shows', 'based', 'on', 'books']",False,TV,Netflix,,,,,,,,,1.0,,,,,,1.0,,,,,,,,behzat ç.
Bella and the Bulldogs,"['sitcoms', 'tv', 'comedies', ""kids'"", 'tv', 'shows', 'movies', '&', 'tv', 'for', 'kids']",False,TV,Netflix,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,bella and the bulldogs
Ben & Holly's Little Kingdom,"['tv', 'cartoons', ""kids'"", 'tv', 'shows', 'movies', '&', 'tv', 'for', 'kids']",False,TV,Netflix,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,ben & holly's little kingdom
Ben 10,"['tv', 'cartoons', ""kids'"", 'tv', 'shows', 'adventures', 'movies', '&', 'tv', 'for', 'kids']",False,TV,Netflix,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,ben 10
Best Lover,"['tv', 'comedies', 'tv', 'dramas', 'romantic', 'tv', 'comedies', 'romantic', 'tv', 'dramas', 'chinese', 'tv', 'shows']",False,TV,Netflix,,,,,,,1.0,,1.0,,,,,,,,,,,,,chinese,best lover
Best.Worst.Weekend.Ever.,"['tv', 'comedies', ""kids'"", 'tv', 'shows', 'movies', '&', 'tv', 'for', 'kids']",True,TV,Netflix,,,,,,,1.0,,1.0,,,,,1.0,,,,,,1.0,1.0,,best.worst.weekend.ever.
Better Call Saul,"['tv', 'dramas', 'crime', 'tv', 'dramas']",False,TV,Netflix,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,1.0,1.0,,better call saul
Better Than Us,"['tv', 'sci-fi', '&', 'fantasy', 'tv', 'dramas', 'political', 'tv', 'shows', 'crime', 'tv', 'dramas', 'russian', 'tv', 'shows', 'cyberpunk', 'sci-fi', 'tv']",True,TV,Netflix,,1.0,,,,,,,1.0,,,,,,1.0,1.0,,,,,1.0,russian,better than us
Between,"['tv', 'sci-fi', '&', 'fantasy', 'tv', 'mysteries', 'tv', 'dramas', 'canadian', 'tv', 'shows', 'teen', 'tv', 'shows', 'tv', 'thrillers', 'sci-fi', 'tv']",True,TV,Netflix,,1.0,,,,,,,1.0,,,,,,1.0,1.0,,,,,1.0,canadian,between
Beyblade Burst,"['action', 'anime', 'anime', 'series', 'anime', ""kids'"", 'tv', 'shows', 'japanese', 'tv', 'shows', 'movies', '&', 'tv', 'for', 'kids', 'shounen', 'anime', 'tv', 'shows', 'based', 'on', 'manga']",False,TV,Netflix,,1.0,,,,,,,1.0,,,,,,1.0,1.0,,,,,1.0,japanese,beyblade burst
Beyblade Burst Evolution,"['action', 'anime', 'anime', 'series', 'anime', ""kids'"", 'tv', 'shows', 'japanese', 'tv', 'shows', 'movies', '&', 'tv', 'for', 'kids', 'tv', 'shows', 'based', 'on', 'manga']",False,TV,Netflix,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,japanese,beyblade burst evolution
Beyblade Burst Turbo,"['action', 'anime', 'anime', 'series', 'anime', ""kids'"", 'tv', 'shows', 'japanese', 'tv', 'shows', 'movies', '&', 'tv', 'for', 'kids', 'tv', 'shows', 'based', 'on', 'manga']",False,TV,Netflix,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,japanese,beyblade burst turbo
Beyond Stranger Things,"['tv', 'sci-fi', '&', 'fantasy', 'tv', 'variety', '&', 'talk', 'shows', 'teen', 'tv', 'shows', 'talk', 'shows', 'sci-fi', 'tv']",True,TV,Netflix,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,beyond stranger things
Bh Se Bhade,"['tv', 'comedies', 'indian', 'tv', 'shows', 'hindi-language', 'tv', 'shows', 'tv', 'shows', 'based', 'on', 'books']",False,TV,Netflix,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,"hindi-language', 'indian",bh se bhade
Bhaage Re Mann,"['tv', 'dramas', 'romantic', 'tv', 'dramas', 'indian', 'tv', 'shows', 'hindi-language', 'tv', 'shows', 'social', 'issue', 'tv', 'dramas']",False,TV,Netflix,,1.0,,,1.0,,,,1.0,,,,,,1.0,,,,,,,"hindi-language', 'indian",bhaage re mann
Bibik-Bibikku,"['sitcoms', 'tv', 'comedies', 'malaysian', 'tv', 'shows']",False,TV,Netflix,,,,,1.0,,,1.0,1.0,,,,,,1.0,1.0,,,,,,malaysian,bibik-bibikku
Big Bad Beetleborgs,"['tv', 'comedies', ""kids'"", 'tv', 'shows', 'adventures', 'movies', '&', 'tv', 'for', 'kids']",False,TV,Netflix,,,,,,,,,1.0,,,,,,,,,,,,,,big bad beetleborgs
Big Mouth,"['tv', 'animated', 'comedies', 'tv', 'comedies', 'adult', 'animation']",True,TV,Netflix,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,big mouth
Bill Nye Saves the World,"['tv', 'variety', '&', 'talk', 'shows']",True,TV,Netflix,,,,1.0,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,,bill nye saves the world
Billy on the Street,"['reality', 'tv', 'shows', 'tv', 'comedies', 'competition', 'reality', 'tv']",False,TV,Netflix,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,1.0,,billy on the street
Bitten,"['tv', 'sci-fi', '&', 'fantasy', 'tv', 'dramas', 'canadian', 'tv', 'shows', 'tv', 'horror', 'fantasy', 'tv', 'shows', 'tv', 'shows', 'based', 'on', 'books']",False,TV,Netflix,,,,,,,1.0,,1.0,,,,,,,,1.0,,,1.0,1.0,canadian,bitten
Bitter Daisies,"['tv', 'dramas', 'crime', 'tv', 'dramas', 'tv', 'thrillers', 'spanish', 'tv', 'shows']",True,TV,Netflix,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,spanish,bitter daisies
Black,"['tv', 'sci-fi', '&', 'fantasy', 'tv', 'mysteries', 'tv', 'dramas', 'crime', 'tv', 'dramas', 'korean', 'tv', 'shows', 'fantasy', 'tv', 'shows']",True,TV,Netflix,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,1.0,korean,black
Black Crows,"['tv', 'dramas', 'middle', 'eastern', 'tv', 'shows']",False,TV,Netflix,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,1.0,,eastern,black crows
Black Earth Rising,"['tv', 'mysteries', 'tv', 'dramas', 'british', 'tv', 'shows', 'tv', 'thrillers']",True,TV,Netflix,,,,1.0,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,british,black earth rising
Black Heart,"['tv', 'dramas']",False,TV,Netflix,,,,,,,1.0,,1.0,,,,,,,,,,,,,,black heart
Black Lightning,"['tv', 'sci-fi', '&', 'fantasy', 'tv', 'action', '&', 'adventure', 'tv', 'dramas', 'comic', 'book', '&', 'superhero', 'tv', 'lgbtq', 'tv', 'shows', 'tv', 'shows', 'based', 'on', 'comics', 'social', 'issue', 'tv', 'dramas', 'sci-fi', 'tv']",False,TV,Netflix,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,1.0,,black lightning
Black Mirror,"['tv', 'sci-fi', '&', 'fantasy', 'tv', 'dramas', 'british', 'tv', 'shows', 'tv', 'thrillers', 'cyberpunk', 'social', 'issue', 'tv', 'dramas', 'sci-fi', 'tv']",True,TV,Netflix,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,british,black mirror
Black Money Love,"['tv', 'dramas', 'crime', 'tv', 'dramas']",False,TV,Netflix,,1.0,,,1.0,,1.0,,1.0,,,,,,,1.0,,,,,1.0,,black money love
Black Spot,"['tv', 'mysteries', 'tv', 'dramas', 'crime', 'tv', 'dramas', 'french', 'tv', 'shows', 'tv', 'thrillers']",True,TV,Netflix,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,french,black spot
Black Summer,"['tv', 'action', '&', 'adventure', 'tv', 'dramas', 'tv', 'horror', 'tv', 'thrillers']",True,TV,Netflix,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,black summer
Blazing Transfer Students,"['tv', 'comedies', 'tv', 'action', '&', 'adventure', 'teen', 'tv', 'shows', 'japanese', 'tv', 'shows', 'tv', 'shows', 'based', 'on', 'manga']",True,TV,Netflix,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,japanese,blazing transfer students
Blood & Treasures,"['tv', 'sci-fi', '&', 'fantasy', 'tv', 'dramas', 'fantasy', 'tv', 'shows', 'thai', 'tv', 'shows']",False,TV,Netflix,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,thai,blood & treasures
Blood Pact,"['tv', 'dramas', 'crime', 'tv', 'dramas', 'latin', 'american', 'tv', 'shows', 'brazilian', 'tv', 'shows']",True,TV,Netflix,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,"latin', 'american', 'brazilian",blood pact
Bloodline,"['tv', 'mysteries', 'tv', 'dramas', 'tv', 'thrillers']",True,TV,Netflix,,,,,1.0,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,bloodline
Bloodride,"['scandinavian', 'tv', 'shows', 'tv', 'horror', 'tv', 'thrillers']",True,TV,Netflix,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,scandinavian,bloodride
Blown Away,"['reality', 'tv', 'shows', 'competition', 'reality', 'tv', 'canadian', 'tv', 'shows']",True,TV,Netflix,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,canadian,blown away
Bo on the Go!,"['education', 'for', 'kids', 'tv', 'cartoons', ""kids'"", 'tv', 'shows', 'canadian', 'tv', 'shows', 'movies', '&', 'tv', 'for', 'kids']",False,TV,Netflix,,,,1.0,,,1.0,,1.0,,,,,1.0,,,1.0,,,,1.0,canadian,bo on the go!
BoJack Horseman,"['sitcoms', 'tv', 'animated', 'comedies', 'tv', 'comedies', 'adult', 'animation']",True,TV,Netflix,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,1.0,,bojack horseman
Bob Ross: Beauty Is Everywhere,"['movies', '&', 'tv', 'for', 'kids', 'family', 'watch', 'together', 'tv']",False,TV,Netflix,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,bob ross: beauty is everywhere
Bobby Kennedy for President,"['biographical', 'documentaries', 'social', '&', 'cultural', 'docs', 'historical', 'documentaries', 'political', 'documentaries', 'docuseries', 'political', 'tv', 'shows']",True,TV,Netflix,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,bobby kennedy for president
Boca Juniors Confidential,"['sports', 'documentaries', 'sports', '&', 'fitness', 'docuseries', 'movies', '&', 'tv', 'for', 'kids', 'latin', 'american', 'tv', 'shows', 'argentinian', 'tv', 'shows', 'family', 'watch', 'together', 'tv']",True,TV,Netflix,,1.0,,,1.0,,,,1.0,,,,,,1.0,1.0,,,,,1.0,"latin', 'american', 'argentinian",boca juniors confidential
Bodyguard,"['tv', 'mysteries', 'tv', 'dramas', 'political', 'tv', 'shows', 'crime', 'tv', 'dramas', 'british', 'tv', 'shows', 'tv', 'thrillers']",True,TV,Netflix,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,british,bodyguard
Bolívar,"['tv', 'dramas', 'period', 'pieces', 'political', 'tv', 'shows', 'romantic', 'tv', 'dramas', 'latin', 'american', 'tv', 'shows', 'social', 'issue', 'tv', 'dramas']",True,TV,Netflix,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,"latin', 'american",bolívar
Bondi Rescue,"['reality', 'tv', 'shows', 'australian', 'tv', 'shows']",False,TV,Netflix,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,1.0,australian,bondi rescue
Bonus Family,"['tv', 'dramas', 'swedish', 'tv', 'shows', 'scandinavian', 'tv', 'shows']",True,TV,Netflix,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,1.0,"swedish', 'scandinavian",bonus family
Booba,"['tv', 'animated', 'comedies', 'tv', 'comedies', 'tv', 'cartoons', ""kids'"", 'tv', 'shows', 'adventures', 'movies', '&', 'tv', 'for', 'kids', 'russian', 'tv', 'shows']",False,TV,Netflix,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,1.0,russian,booba
Border Patrol,"['reality', 'tv', 'shows', 'new', 'zealand', 'tv', 'shows']",False,TV,Netflix,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,zealand,border patrol
Border Security: America's Front Line,"['reality', 'tv', 'shows', 'canadian', 'tv', 'shows']",False,TV,Netflix,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,1.0,canadian,border security: america's front line
Borderline,"['mockumentaries', 'sitcoms', 'tv', 'comedies', 'british', 'tv', 'shows']",False,TV,Netflix,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,1.0,british,borderline
Borderliner,"['tv', 'dramas', 'crime', 'tv', 'dramas', 'scandinavian', 'tv', 'shows', 'tv', 'thrillers']",True,TV,Netflix,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,scandinavian,borderliner
Bordertown,"['tv', 'mysteries', 'tv', 'dramas', 'crime', 'tv', 'dramas', 'scandinavian', 'tv', 'shows', 'finnish', 'tv', 'shows']",True,TV,Netflix,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,"finnish', 'scandinavian",bordertown
Borges,"['sitcoms', 'tv', 'comedies', 'latin', 'american', 'tv', 'shows', 'brazilian', 'tv', 'shows']",False,TV,Netflix,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,"latin', 'american', 'brazilian",borges
Botched Up Bodies,"['reality', 'tv', 'shows', 'docuseries', 'makeover', 'reality', 'tv', 'british', 'tv', 'shows', 'lifestyle']",False,TV,Netflix,,,,,,,1.0,,1.0,,,,,,,,,,,,,british,botched up bodies
